@relation donations

@attribute sequence_number   numeric
@attribute customer_id       numeric
@attribute 2008_ospital      numeric
@attribute 2009_Q1_hospital  numeric
@attribute 2009_Q2_hospital  numeric
@attribute 2009_Q3_hospital  numeric
@attribute 2009_Q4_hospital  numeric
@attribute mail_campaigns    numeric
@attribute phone_campaigns   numeric
@attribute email_campaigns   numeric
@attribute american_cancer   numeric
@attribute red_cross         numeric
@attribute ms_society        numeric
@attribute american_heart    numeric
@attribute save_the_children numeric
@attribute world_food        numeric
@attribute bloomberg         {0, 1}
@attribute better_home       {0, 1}
@attribute money             {0, 1}
@attribute new_yorker        {0, 1}
@attribute field_and_stream  {0, 1}
@attribute pc_world          {0, 1}
@attribute rolling_stone     {0, 1}
@attribute car               {0, 1}
@attribute class             {1, 2, 3, 4, 5, 6}

@data
1487,35,116,19,156,103,174,1,2,1,3,37,39,3,14,21,1,0,1,1,0,0,0,1,4
1488,15,129,18,197,165,115,2,0,1,7,9,8,9,11,10,0,0,1,1,1,0,1,1,4
1489,81,76,74,62,14,61,0,2,1,8,56,34,4,10,28,0,1,1,0,1,1,0,0,3
1490,54,55,51,39,20,27,1,2,1,3,4,4,1,2,6,0,0,0,1,0,1,1,0,3
1491,23,15,36,7,48,44,1,0,0,13,40,12,6,18,49,0,0,1,1,0,1,0,1,3
1492,143,37,0,191,18,50,0,1,1,20,9,12,10,9,1,0,1,1,0,1,1,0,0,3
1493,16,23,110,39,184,0,1,0,2,32,12,36,27,3,30,1,0,1,0,1,1,1,1,3
1494,73,58,121,156,33,57,1,2,0,2,7,12,2,3,3,1,0,1,0,0,1,0,0,3
1495,9,13,7,3,20,7,0,2,0,7,62,43,30,62,62,1,1,1,1,0,1,1,1,3
1496,35,14,48,2,34,32,1,0,2,33,15,26,81,81,55,1,0,1,1,1,0,0,0,3
1497,64,16,31,40,21,16,0,1,0,20,35,19,8,46,6,1,1,0,1,1,1,1,0,3
1498,146,14,88,93,71,7,1,0,0,62,21,79,89,92,46,0,0,1,1,0,1,1,1,3
1499,4,220,201,4,123,137,1,0,0,0,5,1,13,3,10,1,0,1,1,1,0,0,0,4
1500,39,34,61,55,62,25,1,0,1,64,27,8,5,11,64,1,1,1,1,0,1,1,0,3
1501,4,4,4,6,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1502,116,143,22,14,141,87,1,2,0,50,43,23,41,50,12,0,1,1,0,0,1,0,0,4
1503,156,209,157,195,75,167,1,1,2,1,14,10,5,21,9,0,1,0,1,1,1,1,1,4
1504,1,0,1,4,3,7,1,2,1,16,54,37,26,18,85,1,1,1,1,1,1,0,0,2
1505,76,65,61,112,59,112,2,2,1,62,67,75,23,44,13,1,0,0,0,0,1,1,0,3
1506,39,117,26,107,74,61,1,0,1,14,35,11,8,9,49,0,1,0,1,1,1,0,0,3
1507,34,35,0,49,4,40,1,1,0,70,112,84,98,42,98,1,0,1,1,1,0,1,1,3
1508,35,5,27,16,7,43,1,0,2,5,3,10,6,7,10,1,0,0,0,1,1,0,0,3
1509,14,4,69,96,65,67,1,2,1,45,14,32,25,42,10,0,1,0,1,0,1,1,0,3
1510,45,66,27,50,39,35,1,0,0,29,18,10,41,6,25,0,1,0,1,0,1,0,0,3
1511,14,99,61,90,5,103,1,1,0,71,23,59,82,18,26,1,1,1,1,0,0,1,0,3
1512,165,75,156,23,135,166,2,1,1,20,30,40,28,43,13,0,1,0,1,0,1,1,0,4
1513,37,33,16,36,41,46,0,0,0,19,7,20,20,40,31,1,0,1,1,0,1,0,1,3
1514,14,136,3,191,127,84,1,2,0,4,5,33,10,17,2,1,1,0,1,0,1,0,0,4
1515,63,2,141,19,178,161,0,0,1,7,11,1,8,14,10,1,0,0,0,1,1,1,1,4
1516,39,9,151,134,190,130,1,1,0,34,11,1,15,62,34,1,0,0,0,0,0,1,1,4
1517,17,73,63,58,30,10,2,1,0,27,23,44,19,15,3,1,1,0,1,0,0,1,0,3
1518,18,59,44,0,41,72,0,0,1,11,6,11,11,0,10,0,0,0,1,1,0,0,0,3
1519,165,22,146,107,156,71,0,1,2,46,30,23,17,16,20,1,1,1,1,0,1,1,1,4
1520,238,164,222,114,166,106,0,0,1,24,16,52,55,39,18,0,1,1,1,1,0,0,1,5
1521,2,6,6,3,0,2,0,2,1,27,30,9,37,39,25,0,0,0,0,1,1,0,0,2
1522,79,35,12,16,112,70,0,2,1,2,8,0,7,4,5,0,1,1,0,0,0,1,1,3
1523,45,41,60,77,78,3,0,1,0,18,44,10,34,38,15,1,1,1,0,0,0,0,0,3
1524,67,20,60,46,105,25,0,2,0,70,66,47,20,39,68,1,0,1,1,0,0,1,0,3
1525,114,67,1,148,94,22,1,2,2,9,26,23,10,0,7,0,1,0,1,0,0,1,1,3
1526,87,88,31,58,66,95,1,1,0,3,2,7,0,0,5,0,0,0,0,1,0,1,1,3
1527,7,38,28,32,30,24,1,2,1,10,1,35,25,19,22,0,0,1,0,1,1,0,1,3
1528,112,200,65,48,135,140,0,1,0,0,0,15,0,0,15,1,0,0,0,1,1,1,1,4
1529,7,20,17,2,34,13,1,1,2,81,62,29,83,67,29,1,1,1,0,0,0,1,1,3
1530,191,86,112,164,67,13,2,0,0,9,15,6,19,4,10,0,0,0,0,1,1,0,0,4
1531,11,38,37,37,30,13,1,0,2,0,36,55,64,69,7,0,0,0,0,1,0,1,0,3
1532,90,150,178,186,173,108,0,2,2,16,0,48,0,0,16,0,1,0,1,0,0,1,1,4
1533,10,132,58,21,1,58,2,0,2,2,4,5,0,3,13,0,0,1,0,1,1,0,1,3
1534,130,114,53,126,116,22,1,1,2,34,33,10,42,20,37,0,0,1,0,0,1,1,1,4
1535,9,15,47,34,7,2,2,1,0,9,41,2,3,26,4,0,0,0,1,0,1,1,0,3
1536,163,212,138,160,202,40,0,1,2,61,50,31,28,7,64,1,0,1,1,0,0,1,0,4
1537,161,9,211,31,210,114,0,1,2,7,26,44,35,12,39,1,1,0,0,0,0,0,0,4
1538,81,130,37,74,10,29,0,1,1,23,7,8,18,43,10,1,0,1,0,0,1,1,0,3
1539,117,45,120,35,133,24,2,1,1,29,38,33,27,37,27,0,1,1,1,1,1,0,1,3
1540,5,29,105,118,74,128,1,1,0,21,18,10,5,15,13,1,0,0,1,1,1,0,0,3
1541,50,3,44,42,73,44,1,2,1,25,15,24,2,12,12,0,0,0,0,1,1,1,1,3
1542,134,96,73,14,131,28,0,2,1,8,9,1,0,4,5,1,1,1,1,1,0,1,1,3
1543,15,12,7,19,10,3,2,1,0,41,17,25,33,15,38,1,0,0,0,1,1,0,1,3
1544,20,20,15,23,18,20,2,0,0,20,54,61,75,61,56,1,0,1,0,1,0,1,1,3
1545,42,71,69,48,49,135,0,1,0,0,8,0,1,1,7,1,0,1,0,1,1,1,0,3
1546,52,67,14,66,8,57,1,2,2,3,3,3,0,0,0,0,0,0,0,1,0,1,0,3
1547,0,5,4,2,0,4,0,2,1,60,10,61,8,55,47,1,0,1,1,1,0,1,1,2
1548,52,28,14,35,4,10,1,2,0,10,10,10,40,40,50,1,1,1,0,1,1,1,1,3
1549,13,48,73,77,43,27,0,0,1,21,39,25,24,75,71,1,1,1,1,0,1,0,1,3
1550,42,68,85,27,54,70,2,2,2,368,720,32,768,480,16,0,0,0,0,0,0,1,0,3
1551,52,177,5,94,25,133,1,0,1,14,31,17,27,30,58,1,0,1,1,0,0,1,1,3
1552,11,77,109,21,6,51,1,1,1,19,24,4,33,19,12,1,1,1,0,1,0,1,0,3
1553,1,4,2,4,2,4,2,0,2,18,15,22,3,24,39,0,1,0,1,0,1,0,0,2
1554,104,58,107,99,71,30,1,1,0,16,28,15,19,0,4,0,1,1,0,0,0,0,0,3
1555,0,6,4,0,0,0,2,0,1,16,8,4,4,12,8,0,0,1,1,1,1,1,1,2
1556,2,1,2,2,0,3,0,1,1,4,57,0,36,87,74,1,1,0,1,0,1,0,1,2
1557,8,4,1,8,7,2,1,2,0,23,88,66,67,65,76,0,0,1,1,1,1,0,0,2
1558,34,70,88,81,22,31,1,0,1,1,3,1,1,3,1,1,1,1,0,0,0,1,0,3
1559,192,6,20,151,154,157,0,2,2,17,52,63,83,54,59,1,1,1,0,1,1,0,1,4
1560,23,32,33,25,41,49,2,1,1,21,20,23,23,12,21,0,1,1,1,1,0,0,1,3
1561,61,182,116,11,182,40,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,4
1562,39,31,202,87,40,75,2,0,0,15,11,29,10,53,25,0,1,1,1,0,0,0,1,3
1563,40,5,62,67,32,73,2,2,2,38,38,55,53,42,1,0,0,0,0,0,0,1,0,3
1564,174,15,179,186,134,169,2,2,0,56,84,66,20,60,43,1,1,1,0,1,1,1,1,4
1565,89,44,31,107,85,96,0,1,0,31,83,7,41,31,76,1,1,0,0,1,1,0,0,3
1566,175,23,61,25,155,158,2,1,2,84,73,29,93,66,32,1,1,0,1,0,0,1,1,4
1567,103,104,27,26,100,62,1,1,1,2,1,2,1,2,2,0,1,0,0,1,1,0,1,3
1568,6,13,11,76,70,68,0,1,2,48,12,12,60,60,72,1,1,0,1,0,0,1,1,3
1569,70,175,72,31,181,211,2,2,0,50,52,31,33,49,33,1,1,1,1,0,0,0,1,4
1570,167,28,39,136,121,193,2,1,1,9,40,6,29,37,40,0,1,1,1,0,0,0,0,4
1571,9,7,3,10,12,7,0,1,0,10,7,9,6,58,24,0,0,1,0,1,1,0,1,2
1572,168,201,85,188,189,127,1,2,0,31,19,15,47,41,27,1,0,0,1,0,1,0,1,4
1573,8,15,12,6,19,3,2,0,0,21,10,31,24,13,17,1,0,0,0,0,0,0,0,3
1574,73,32,18,58,60,20,2,0,0,1,1,7,0,16,8,0,0,1,0,1,1,1,1,3
1575,172,153,185,123,46,167,1,0,0,30,44,14,54,57,48,1,0,0,0,1,0,1,0,4
1576,171,77,22,112,19,16,2,2,1,16,32,14,18,6,40,1,1,1,0,1,0,1,0,3
1577,113,50,80,70,37,95,2,0,0,22,25,27,0,2,18,1,0,0,1,1,0,0,1,3
1578,121,58,68,28,150,87,0,1,0,48,50,9,30,78,5,0,1,0,0,0,0,1,1,4
1579,142,189,120,124,34,22,2,2,2,14,15,5,7,10,15,0,1,0,1,1,0,0,0,4
1580,139,0,28,68,152,112,1,2,0,13,55,25,52,38,22,1,1,0,0,1,0,1,0,3
1581,47,24,74,122,46,106,2,1,2,23,19,1,21,21,8,0,1,1,1,1,1,0,0,3
1582,91,51,89,95,6,28,2,1,2,43,57,41,56,45,44,0,0,1,1,1,0,0,1,3
1583,81,109,41,15,110,38,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3
1584,16,92,94,3,15,18,0,1,2,4,59,61,75,67,67,1,1,1,0,1,0,1,0,3
1585,83,59,102,168,127,27,0,0,2,50,62,30,40,6,36,0,0,1,1,0,1,0,1,4
1586,80,17,43,103,0,106,1,2,0,9,33,59,24,7,32,0,1,0,0,0,1,0,0,3
1587,85,85,121,22,137,73,0,0,2,46,34,19,74,50,56,0,0,1,0,0,0,0,1,4
1588,29,147,14,31,191,139,1,2,1,30,1,71,6,43,30,1,0,0,1,1,1,1,0,4
1589,69,8,27,75,54,5,2,1,1,62,45,9,27,6,88,0,0,0,1,0,1,0,1,3
1590,3,28,22,17,56,14,0,0,2,38,46,40,3,43,51,1,0,0,0,1,1,1,1,3
1591,134,152,126,169,22,62,0,0,1,5,1,11,14,24,20,0,1,1,0,0,0,1,0,4
1592,26,6,24,10,31,20,1,2,1,82,85,66,68,50,81,0,0,0,0,0,1,1,0,3
1593,74,19,15,0,14,26,2,2,0,66,46,3,3,62,30,0,0,1,1,0,1,0,0,3
1594,45,46,34,30,38,47,0,1,2,39,2,14,41,34,47,0,0,0,1,0,0,1,1,3
1595,88,139,61,92,57,57,1,2,2,4,0,0,1,0,7,0,0,1,0,1,0,0,1,3
1596,66,146,17,211,22,245,2,1,2,588,12,972,492,48,936,0,1,0,0,0,1,0,1,4
1597,10,59,35,39,22,27,0,1,1,6,3,8,5,8,6,0,1,1,0,1,1,1,1,3
1598,1,2,109,128,163,191,2,2,1,31,28,2,17,3,15,1,0,1,1,1,0,0,0,4
1599,42,27,27,51,73,43,1,1,2,12,7,2,7,5,8,0,0,1,1,1,1,1,0,3
1600,33,137,0,84,23,58,1,2,0,2,33,18,52,31,28,0,0,0,0,1,1,0,0,3
1601,28,30,16,0,22,30,2,2,2,14,10,3,40,65,63,1,1,1,1,0,0,0,1,3
1602,168,143,19,173,77,173,2,1,1,74,76,14,64,76,7,1,0,1,1,0,1,1,0,4
1603,29,139,3,159,91,50,2,1,2,4,31,3,11,31,6,1,0,0,0,0,1,1,1,3
1604,83,95,34,118,12,121,2,0,0,59,44,18,38,65,21,0,0,1,1,1,1,0,0,3
1605,164,62,101,182,87,56,0,2,1,4,7,8,3,0,0,1,1,0,0,1,1,0,1,4
1606,31,14,29,69,76,152,0,0,0,15,20,13,17,12,22,0,1,1,1,0,1,0,0,3
1607,17,29,22,21,19,2,1,0,1,5,4,6,5,3,7,1,1,1,1,0,0,0,0,3
1608,1,1,0,1,0,1,2,1,0,2,0,14,0,11,8,0,1,1,0,1,0,1,1,2
1609,11,23,23,5,22,32,1,1,1,6,4,45,15,4,41,0,0,0,0,0,1,1,1,3
1610,165,129,38,5,129,98,1,1,2,1,7,3,4,0,3,1,1,1,1,1,1,0,0,4
1611,43,46,48,189,88,75,0,0,2,37,6,5,4,11,15,0,1,0,0,1,0,0,0,3
1612,131,18,98,37,19,3,1,0,1,1,12,29,23,42,8,0,1,0,1,0,1,0,0,3
1613,106,44,22,23,230,201,2,0,2,36,1,46,45,48,49,1,1,1,1,0,0,0,0,4
1614,101,25,79,218,112,75,0,2,1,34,79,1,66,79,35,1,0,0,0,0,1,1,1,4
1615,60,82,30,32,28,30,0,1,0,14,18,1,7,6,0,1,0,1,0,1,1,1,1,3
1616,49,75,39,16,1,9,0,1,1,20,15,17,6,18,13,0,0,0,1,0,0,1,1,3
1617,40,71,43,52,42,40,0,1,2,20,60,51,7,45,39,0,1,1,0,0,0,1,0,3
1618,135,163,42,32,47,110,1,1,2,20,14,13,23,7,4,1,1,0,1,0,1,1,1,4
1619,32,151,163,77,129,94,1,0,0,50,67,3,79,41,27,0,1,0,1,1,0,0,0,4
1620,51,30,1,126,119,38,1,0,1,38,32,15,29,45,63,1,0,0,1,1,1,0,1,3
1621,73,20,15,14,34,61,0,1,2,12,78,29,5,28,73,1,0,0,1,1,1,1,1,3
1622,50,81,62,65,19,32,2,1,1,52,59,46,67,51,21,1,0,1,0,1,1,0,1,3
1623,16,21,13,14,17,10,2,1,1,14,30,7,24,14,1,1,1,0,0,0,0,0,0,3
1624,57,69,29,8,2,77,2,1,2,35,21,75,74,76,57,1,1,1,1,0,0,1,1,3
1625,34,159,155,82,88,11,2,2,1,71,9,24,92,81,29,1,1,0,0,1,0,1,1,4
1626,217,239,91,112,98,90,1,1,0,28,26,15,19,28,16,1,0,1,1,0,1,1,1,4
1627,7,2,9,5,0,5,0,0,2,12,4,0,18,4,3,1,0,0,1,0,1,0,1,2
1628,22,2,23,7,13,15,1,2,2,22,14,14,56,41,41,1,1,1,0,1,0,0,1,3
1629,52,6,149,12,19,99,2,0,0,23,17,13,21,10,7,0,0,1,1,1,1,0,1,3
1630,78,85,76,60,127,105,2,0,1,35,24,5,24,35,12,0,0,0,1,1,0,1,1,4
1631,134,102,96,44,38,120,0,1,2,69,65,8,63,6,22,0,0,1,1,0,0,1,1,4
1632,2,6,8,16,10,4,2,1,0,6,18,26,17,2,9,0,0,1,1,1,1,1,1,2
1633,187,47,7,162,157,76,1,2,0,61,54,38,15,42,51,1,0,0,0,1,0,0,1,4
1634,67,151,3,182,173,7,1,0,1,38,29,5,42,17,38,0,1,1,0,1,1,1,1,4
1635,1,114,76,56,131,97,2,2,0,33,21,31,29,25,8,0,0,0,0,0,0,1,1,3
1636,149,24,100,6,47,17,2,2,1,55,43,47,39,67,3,0,0,0,0,1,0,1,1,3
1637,7,34,51,64,49,77,2,0,2,43,20,6,39,40,11,1,1,1,0,0,1,1,0,3
1638,32,19,27,54,44,30,0,2,1,7,9,10,1,3,10,0,1,1,0,0,1,1,0,3
1639,25,37,8,87,55,3,1,0,0,55,71,48,68,36,66,1,0,1,0,0,0,1,1,3
1640,119,184,131,2,113,80,2,0,0,18,12,20,63,16,74,1,1,1,0,1,1,1,1,4
1641,34,19,6,11,41,44,1,1,1,67,5,37,32,62,10,0,0,0,1,1,0,1,1,3
1642,4,7,0,15,0,2,2,0,0,45,44,60,64,73,65,1,0,1,1,1,1,0,1,2
1643,24,187,151,138,118,56,0,2,2,5,8,3,7,0,1,0,0,0,1,1,1,1,1,4
1644,82,80,106,56,10,1,1,0,0,1,51,23,39,18,56,0,0,0,1,0,1,0,1,3
1645,161,136,125,4,210,97,0,1,1,8,0,2,1,3,1,0,0,0,0,0,1,1,1,4
1646,155,86,2,105,134,177,1,2,1,23,34,5,30,3,28,0,1,0,0,1,1,1,1,4
1647,0,210,144,157,53,35,1,1,2,0,1,3,1,1,0,1,0,1,1,1,1,1,0,4
1648,45,19,55,24,52,2,2,2,0,6,1,4,6,0,3,1,1,0,0,1,1,0,0,3
1649,75,118,98,43,1,94,0,0,1,2,21,4,7,20,14,1,0,0,1,1,0,0,0,3
1650,62,43,33,24,41,42,2,0,1,11,13,19,16,35,10,1,0,0,0,0,1,1,1,3
1651,134,114,113,45,94,15,0,1,0,55,67,22,67,64,30,0,0,0,0,1,1,1,1,4
1652,79,109,71,33,39,93,1,0,2,26,4,35,32,45,17,0,0,0,0,0,0,0,0,3
1653,25,73,75,76,28,26,2,2,0,38,60,77,13,43,15,1,0,0,0,1,1,1,1,3
1654,10,14,7,5,16,10,0,1,1,23,60,1,14,67,4,0,0,0,1,0,0,1,1,3
1655,25,144,2,38,80,102,2,2,2,13,0,9,12,9,12,0,0,1,1,1,1,0,1,3
1656,5,98,88,85,35,35,1,0,1,56,0,42,28,56,70,0,1,0,1,1,1,0,0,3
1657,7,6,7,4,0,0,1,2,2,3,7,8,2,4,3,0,1,0,0,1,1,1,0,2
1658,60,75,15,89,99,25,2,1,1,25,89,42,16,41,24,1,0,0,1,1,1,1,0,3
1659,40,44,33,22,28,39,0,1,1,4,4,9,19,18,12,0,0,1,0,0,1,0,0,3
1660,28,9,18,22,22,12,1,1,2,0,6,14,7,11,8,0,1,0,0,1,0,1,1,3
1661,6,72,34,135,16,57,0,1,0,7,10,3,7,1,14,0,1,0,0,0,1,1,1,3
1662,160,186,36,37,106,73,1,0,2,64,15,47,16,66,12,1,0,1,1,1,1,1,0,4
1663,19,1,7,64,1,8,2,2,0,63,0,55,19,71,42,1,1,1,0,1,0,1,0,3
1664,33,80,27,96,73,58,0,2,0,10,0,13,5,12,4,1,1,0,1,1,1,0,0,3
1665,26,7,4,191,26,140,2,2,2,180,204,144,144,198,156,1,1,0,0,0,1,1,1,3
1666,145,2,79,92,8,142,2,2,2,4,9,2,7,10,11,0,0,1,1,1,1,1,1,3
1667,32,37,7,8,16,7,0,2,0,9,9,14,1,5,3,0,0,0,0,1,0,0,0,3
1668,15,90,154,71,6,160,2,1,2,7,16,20,18,20,11,1,0,0,1,1,1,0,0,3
1669,6,62,18,14,9,53,1,2,0,12,16,10,15,2,6,0,1,0,1,1,1,1,1,3
1670,88,203,43,143,37,128,0,2,0,10,18,10,0,8,8,1,0,1,0,0,1,1,0,4
1671,115,102,43,104,8,85,0,0,0,85,7,95,28,20,86,1,0,1,1,0,0,1,0,3
1672,155,99,136,90,134,119,2,0,0,45,51,65,82,5,47,1,0,0,0,0,1,1,1,4
1673,15,9,9,12,7,5,1,0,2,52,17,51,45,13,35,1,1,0,1,1,0,0,1,3
1674,10,13,17,7,36,8,2,1,0,9,8,30,34,47,49,0,1,1,1,1,0,0,1,3
1675,203,184,108,4,17,148,1,2,1,41,48,1,55,38,45,0,1,1,0,0,1,0,0,4
1676,43,88,96,103,40,78,0,2,0,10,50,14,29,18,3,0,0,0,0,0,1,0,0,3
1677,48,2,9,2,4,21,0,0,2,74,35,29,71,6,22,0,1,1,1,1,0,1,0,3
1678,3,83,82,5,62,46,1,0,0,24,68,61,56,34,15,1,1,1,0,0,0,1,1,3
1679,8,41,24,4,17,2,2,1,1,18,30,23,6,11,5,1,1,1,0,0,0,1,1,3
1680,2,3,4,5,6,7,2,0,2,6,20,2,22,13,31,0,0,0,1,0,1,0,0,1
1681,32,6,25,30,4,44,0,0,2,39,37,60,1,70,5,0,1,0,1,1,0,0,1,3
1682,84,48,8,19,73,11,1,1,2,13,33,42,13,51,54,0,1,0,0,1,0,1,0,3
1683,11,166,118,10,3,105,0,2,1,49,17,15,38,50,39,1,0,1,1,1,1,1,0,3
1684,204,5,178,108,177,186,1,0,2,23,30,54,19,54,13,1,0,0,0,0,0,1,1,4
1685,14,14,8,2,8,4,1,2,2,22,54,21,19,40,49,0,0,0,0,1,0,1,1,3
1686,91,9,9,99,64,32,1,0,1,9,9,9,0,18,18,0,1,1,1,1,0,0,1,3
1687,43,80,114,100,36,6,2,0,1,1,13,9,20,15,21,0,0,0,1,0,0,0,1,3
1688,56,84,45,114,107,127,1,0,0,4,2,3,0,0,5,1,1,0,1,0,1,0,0,4
1689,103,47,87,48,99,72,0,0,1,58,54,38,55,75,54,0,0,1,0,1,0,1,1,3
1690,35,12,33,23,9,26,0,1,2,47,21,32,45,13,0,0,0,0,1,1,0,0,0,3
1691,13,12,12,2,1,0,2,0,2,41,48,17,16,40,25,1,0,0,0,1,1,1,1,2
1692,47,44,48,44,66,64,0,1,1,11,3,11,8,5,7,0,1,0,0,1,1,0,0,3
1693,97,27,70,78,119,43,2,1,2,16,5,6,8,28,8,0,1,1,0,1,0,0,1,3
1694,4,135,54,212,138,210,0,0,0,36,26,9,4,71,12,0,1,1,0,1,0,1,1,4
1695,3,2,2,0,1,2,1,1,2,9,8,6,8,7,4,0,1,1,0,0,1,1,0,2
1696,18,124,37,104,28,17,1,1,0,13,0,12,2,16,30,1,0,1,0,0,0,1,1,3
1697,25,71,131,219,88,66,0,1,2,8,5,4,23,25,2,1,0,1,1,0,0,0,0,4
1698,73,38,182,164,177,117,2,1,1,43,20,1,11,7,29,1,0,0,0,0,0,1,0,4
1699,8,3,13,1,3,15,0,2,0,36,43,55,23,46,11,1,0,0,1,1,0,0,1,2
1700,49,84,30,43,73,15,0,1,0,17,11,3,33,72,73,1,1,1,1,1,1,0,1,3
1701,19,109,67,72,28,20,2,0,1,25,30,22,17,4,2,1,0,0,0,1,1,0,0,3
1702,39,155,145,58,73,101,1,0,0,15,9,22,2,29,35,1,1,0,1,0,1,0,0,4
1703,130,82,30,94,107,136,1,2,2,15,51,32,82,57,12,1,0,0,0,0,1,1,0,4
1704,153,121,74,68,56,120,0,2,2,5,12,7,33,9,38,1,1,0,1,0,1,1,1,4
1705,104,43,22,61,61,44,2,0,0,75,35,32,73,39,5,1,1,1,0,0,1,0,1,3
1706,27,140,37,21,132,33,1,2,2,2,4,2,0,1,5,1,0,0,1,0,1,1,0,3
1707,4,38,22,10,36,3,0,1,1,16,35,18,28,33,31,1,1,1,1,1,0,1,1,3
1708,187,55,83,55,51,50,2,2,2,41,58,35,14,47,49,0,0,1,1,1,1,1,1,3
1709,37,23,30,0,40,6,0,0,0,36,25,6,40,22,16,1,1,1,0,0,1,0,0,3
1710,53,68,0,23,68,18,2,2,1,3,1,2,0,2,2,0,1,1,0,1,0,0,0,3
1711,18,95,44,31,54,61,1,0,1,14,19,17,4,17,10,1,1,1,0,0,1,1,1,3
1712,102,48,18,126,98,80,1,0,1,24,31,11,21,6,18,0,0,1,1,1,0,1,0,3
1713,30,6,46,9,29,18,2,1,1,26,14,1,15,31,25,1,1,0,1,0,1,0,1,3
1714,118,63,120,117,97,21,2,1,1,33,31,21,43,40,39,1,0,1,0,0,1,0,1,4
1715,1,4,4,0,0,1,2,2,0,39,1,35,0,22,15,1,0,0,1,0,1,0,1,2
1716,132,47,15,3,13,35,0,2,1,0,6,6,3,3,2,1,1,0,1,0,0,0,1,3
1717,100,106,194,197,179,14,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4
1718,54,5,89,55,55,134,2,1,0,39,3,36,2,12,42,0,0,0,1,0,1,1,0,3
1719,121,1,140,102,140,4,2,0,1,43,18,22,42,38,47,0,1,0,1,0,0,0,0,4
1720,10,96,73,7,68,107,2,1,1,39,34,8,14,51,77,0,0,0,0,0,1,1,1,3
1721,6,74,234,59,75,96,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,4
1722,57,36,80,50,31,37,2,2,1,28,56,4,43,22,57,1,1,1,1,0,0,1,0,3
1723,9,103,1,107,86,138,1,0,1,43,48,48,77,16,82,0,0,1,1,1,1,0,0,3
1724,93,84,72,24,39,53,1,0,1,14,2,5,6,1,0,0,0,1,1,1,1,0,1,3
1725,146,51,138,47,60,242,2,1,0,53,1,68,39,47,6,1,1,1,1,0,0,1,1,4
1726,19,11,1,31,9,26,1,0,0,55,31,7,60,50,52,0,1,0,0,0,0,1,1,3
1727,199,180,38,215,2,95,1,0,2,0,34,48,16,15,66,0,1,0,0,0,0,0,1,4
1728,43,30,32,40,20,27,1,2,1,20,36,9,28,38,16,1,1,0,0,0,1,1,1,3
1729,6,75,109,75,118,63,1,0,2,53,37,53,0,29,32,1,0,0,1,1,1,1,1,3
1730,32,75,67,32,14,72,1,0,0,6,62,53,26,35,42,0,1,0,0,1,1,1,0,3
1731,49,17,32,39,6,28,1,2,1,35,16,72,44,59,69,1,0,1,1,0,1,1,0,3
1732,14,74,87,85,5,13,0,1,2,68,54,39,7,77,81,0,1,1,1,1,0,0,1,3
1733,19,52,8,64,60,33,0,0,1,19,61,35,67,70,28,0,1,0,1,0,0,0,0,3
1734,130,232,94,237,172,94,0,0,1,50,11,14,26,5,16,1,1,1,0,0,1,0,1,4
1735,43,8,18,25,49,34,1,0,1,5,5,18,4,6,4,0,1,1,1,1,0,0,1,3
1736,52,113,39,146,27,21,2,0,2,12,28,47,26,33,14,0,0,0,0,1,1,1,0,3
1737,29,5,1,23,33,18,1,2,2,38,24,6,6,12,32,1,0,1,0,1,1,1,0,3
1738,147,136,167,29,111,87,2,2,0,28,27,43,10,22,23,0,1,0,1,1,0,1,0,4
1739,32,119,147,13,110,74,0,2,0,0,0,12,9,5,1,0,1,1,0,1,0,0,0,3
1740,103,116,174,2,51,134,0,0,2,24,65,20,20,67,32,1,0,1,1,1,0,1,1,4
1741,29,7,17,10,10,28,0,2,2,4,9,11,8,6,0,0,1,1,1,0,0,1,1,3
1742,35,63,49,99,45,81,0,1,1,9,45,18,26,18,37,1,0,0,1,0,0,1,1,3
1743,22,121,67,96,1,166,0,2,0,56,28,26,51,45,34,0,1,0,1,1,0,1,1,3
1744,167,182,13,188,114,195,2,0,2,13,38,35,5,17,3,1,0,0,1,0,1,1,1,4
1745,56,150,72,149,81,16,0,0,0,34,23,13,15,46,4,1,0,1,1,1,1,1,1,4
1746,49,23,53,48,44,38,1,0,2,34,55,75,11,54,49,1,0,0,0,1,1,0,1,3
1747,110,35,98,35,19,49,1,1,0,6,0,4,13,8,13,0,1,1,0,0,0,1,0,3
1748,25,23,32,20,36,32,0,1,2,0,24,24,16,8,8,0,0,0,0,1,0,0,1,3
1749,1,12,15,10,2,11,2,2,1,31,67,44,2,17,7,1,1,0,0,0,0,1,0,3
1750,158,24,147,115,52,136,0,2,2,11,4,54,62,62,73,1,0,1,0,1,1,0,1,4
1751,220,47,53,184,194,134,1,1,1,55,23,51,3,39,32,0,1,1,1,0,1,0,1,4
1752,33,46,11,52,39,7,0,2,1,58,17,44,19,53,37,0,1,0,1,0,0,1,0,3
